,country,2013,2014,2015,2016,2017,2018,2019,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,G4,Density (persons per sq. km.),Area (sq. km.),Population,Gdp,V2Peedueq Osp,V2X Feduni,V2Xdd Dd,cluster
879,Kazakhstan,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,2,1,1,1,0,1,1,1,1,2,2,2,2,6.7,2699700,18157122,184000000000.0,2.8280000000000003,0.006999999999999999,0.0,0
1078,Kazakhstan,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,2,1,1,1,1,1,1,1,1,2,2,2,2,6.6,2699700,17948816,221000000000.0,2.8280000000000003,0.006999999999999999,0.0,0
87,Kenya,0,0,0,0,0,0,1,1,3,2,2,2,2,2,2,1,2,2,2,3,3,2,2,3,2,1,1,1,2,1,2,2,92.0,569140,52362765,95503088538.0,1.656,0.769,0.0,0
285,Kenya,0,0,0,0,0,1,0,1,3,2,2,2,2,2,2,1,2,2,2,3,3,2,2,3,2,1,1,1,2,1,2,2,90.0,569140,51201586,87778582964.0,1.656,0.765,0.0,0
483,Kenya,0,0,0,0,1,0,0,2,3,2,3,3,2,2,2,1,2,2,2,3,3,2,2,3,2,1,1,1,2,1,2,2,87.9,569140,50048729,78965004656.0,1.871,0.843,0.0,0
681,Kenya,0,0,0,1,0,0,0,2,3,2,3,3,2,2,2,1,2,2,2,4,3,2,2,2,2,1,1,1,2,1,2,2,86.0,569140,48945805,69188755364.0,1.859,0.8240000000000001,0.0,0
880,Kenya,0,0,1,0,0,0,0,2,3,2,3,3,2,2,2,1,2,2,2,4,3,3,1,2,2,1,1,1,2,1,2,2,84.0,569140,47836120,64007750169.0,2.144,0.83,0.0,0
1079,Kenya,0,1,0,0,0,0,0,2,3,2,3,3,2,2,2,1,2,2,2,4,3,3,2,2,2,1,1,2,2,1,2,2,82.0,569140,46663665,61448046802.0,2.146,0.83,0.0,0
89,Kosovo,0,0,0,0,0,0,1,3,3,3,3,3,2,2,2,1,2,2,2,2,3,3,3,2,1,1,2,2,2,1,2,2,176.4,10887,1920079,7926108374.0,3.322,0.247,0.0,0
287,Kosovo,0,0,0,0,0,1,0,3,3,3,3,3,2,2,2,1,2,2,2,2,3,2,2,2,1,1,2,2,2,1,2,2,175.2,10887,1907592,7942961738.0,3.347,0.361,0.0,0
485,Kosovo,0,0,0,0,1,0,0,3,3,3,3,3,2,2,2,1,2,2,2,2,3,2,2,2,1,1,2,2,2,1,2,2,174.1,10887,1895250,7245707185.0,3.188,0.353,0.0,0
683,Kosovo,0,0,0,1,0,0,0,3,3,3,3,3,2,2,2,1,2,2,2,2,3,2,2,2,1,1,2,2,2,1,2,2,173.0,10887,1883018,6719172017.0,3.02,0.358,0.0,0
882,Kosovo,0,0,1,0,0,0,0,3,3,3,3,3,2,2,1,1,2,2,2,2,3,2,2,2,1,1,2,2,2,1,3,2,171.9,10887,1870981,6442915788.0,2.88,0.344,0.0,0
1081,Kosovo,0,1,0,0,0,0,0,2,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,170.8,10887,1859203,7396705195.0,2.88,0.344,0.0,0
90,Kuwait,0,0,0,0,0,0,1,0,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,165.9,17818,2955897,135000000000.0,3.719,0.10099999999999999,0.0,0
288,Kuwait,0,0,0,0,0,1,0,0,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,163.7,17818,2916467,141000000000.0,3.717,0.10099999999999999,0.0,0
486,Kuwait,0,0,0,0,1,0,0,0,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,161.4,17818,2875422,121000000000.0,3.678,0.10099999999999999,0.0,0
684,Kuwait,0,0,0,1,0,0,0,0,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,159.0,17818,2832776,109000000000.0,3.676,0.121,0.0,0
883,Kuwait,0,0,1,0,0,0,0,0,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,156.5,17818,2788534,115000000000.0,3.676,0.121,0.0,0
1082,Kuwait,0,1,0,0,0,0,0,0,1,1,2,2,3,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,153.9,17818,2742711,163000000000.0,3.4560000000000004,0.121,0.0,0
289,Kyrgyzstan,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,1,2,2,2,3,3,1,1,2,1,1,1,1,2,2,2,1,30.5,191801,5849296,8271108638.0,2.2159999999999997,0.327,0.0,0
487,Kyrgyzstan,0,0,0,0,1,0,0,2,2,1,2,2,1,1,1,1,2,2,1,3,3,1,1,2,1,1,1,1,2,2,2,1,30.2,191801,5789122,7702934800.0,2.367,0.327,0.0,0
685,Kyrgyzstan,0,0,0,1,0,0,0,2,2,2,2,2,1,1,1,1,2,2,1,3,3,1,1,2,1,1,1,1,2,2,2,1,29.9,191801,5727553,6813092066.0,2.346,0.327,0.0,0
884,Kyrgyzstan,0,0,1,0,0,0,0,2,2,2,2,2,1,1,1,1,2,2,1,3,3,1,1,2,1,1,1,1,2,2,2,1,29.5,191801,5664939,6678178340.0,2.301,0.327,0.0,0
1083,Kyrgyzstan,0,1,0,0,0,0,0,2,2,2,2,2,1,1,1,1,2,2,1,3,3,2,1,2,1,1,1,1,2,2,2,1,29.2,191801,5604212,7468096567.0,2.407,0.313,0.0,0
1282,Kyrgyzstan,1,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,2,2,1,3,3,2,1,2,1,1,1,1,2,2,2,1,28.9,191801,5548042,7335027592.0,2.407,0.321,0.0,0
290,Laos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,2,1,31.3,230800,7234171,17953786416.0,1.425,0.41700000000000004,0.0,0
488,Laos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,2,1,30.9,230800,7126706,16853087485.0,1.425,0.41700000000000004,0.0,0
686,Laos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,2,1,30.4,230800,7019073,15805692546.0,1.494,0.42100000000000004,0.0,0
885,Laos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,2,1,29.9,230800,6911544,14390442307.0,1.494,0.42100000000000004,0.0,0
1084,Laos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,2,1,29.5,230800,6803699,13268458232.0,1.494,0.42100000000000004,0.0,0
1283,Laos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,2,1,29.0,230800,6695166,11942230508.0,1.494,0.42100000000000004,0.0,0
291,Latvia,0,0,0,0,0,1,0,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,2,30.9,62249,1923559,34313873285.0,3.2889999999999997,0.45899999999999996,0.0,0
489,Latvia,0,0,0,0,1,0,0,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,2,31.2,62249,1944643,30273007510.0,3.2939999999999996,0.489,0.0,0
687,Latvia,0,0,0,1,0,0,0,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,2,31.6,62249,1965686,27734140217.0,3.273,0.493,0.0,0
886,Latvia,0,0,1,0,0,0,0,4,4,4,4,4,3,3,3,3,2,3,4,4,4,4,4,4,3,3,3,3,4,3,3,2,31.9,62249,1986705,27090019663.0,3.512,0.493,0.0,0
1085,Latvia,0,1,0,0,0,0,0,4,4,4,4,4,3,3,3,2,2,3,4,4,4,4,4,4,3,3,3,3,4,3,3,2,32.3,62249,2007730,31382780146.0,3.512,0.493,0.0,0
1284,Latvia,1,0,0,0,0,0,0,4,4,4,4,4,3,3,3,2,2,3,4,4,4,4,4,4,3,3,3,3,4,3,3,2,32.6,62249,2029430,30272574650.0,3.512,0.493,0.0,0
94,Lebanon,0,0,0,0,0,0,1,1,2,2,3,1,1,2,1,0,1,2,3,3,3,3,3,2,1,1,2,1,2,2,2,1,571.6,10230,5847294,53367042272.0,1.665,0.363,0.0,0
490,Lebanon,0,0,0,0,1,0,0,0,1,2,3,3,1,2,0,1,1,2,3,3,3,2,3,2,1,2,1,1,2,2,2,1,609.0,10230,6229794,53140638269.0,1.841,0.366,0.0,0
688,Lebanon,0,0,0,1,0,0,0,0,0,2,3,3,1,2,0,1,1,2,3,3,3,2,3,2,1,2,1,1,2,2,2,1,609.7,10230,6237738,51205122504.0,2.01,0.397,0.0,0
887,Lebanon,0,0,1,0,0,0,0,0,0,2,3,3,1,2,1,1,1,2,3,3,3,2,3,2,1,2,1,1,2,2,2,1,604.6,10230,6184701,49939374833.0,1.839,0.39,0.0,0
1086,Lebanon,0,1,0,0,0,0,0,1,1,2,3,3,1,2,1,1,1,2,3,3,3,2,3,2,1,2,1,1,3,2,2,2,575.0,10230,5882562,48134486625.0,2.224,0.39,0.0,0
1285,Lebanon,1,0,0,0,0,0,0,1,2,2,3,3,1,2,1,1,1,2,3,3,3,2,3,2,1,2,1,1,3,2,2,2,503.3,10230,5149085,46909335135.0,2.224,0.39,0.0,0
293,Lesotho,0,0,0,0,0,1,0,3,4,3,3,3,2,3,2,2,2,2,4,3,3,2,3,2,3,2,2,2,3,2,2,2,64.7,30355,1962461,2575892261.0,3.327,0.45299999999999996,0.0,0
491,Lesotho,0,0,0,0,1,0,0,3,4,3,3,3,2,3,2,2,2,2,4,3,3,2,3,2,3,2,2,2,3,2,2,2,64.5,30355,1958042,2405289382.0,3.301,0.45,0.0,0
689,Lesotho,0,0,0,1,0,0,0,3,4,3,4,3,2,3,2,2,2,2,4,4,4,2,3,2,3,2,2,2,3,2,2,2,64.3,30355,1953070,2165408362.0,3.2889999999999997,0.445,0.0,0
888,Lesotho,0,0,1,0,0,0,0,3,4,3,4,3,2,3,3,2,3,2,4,4,4,2,3,2,3,3,3,2,3,2,2,2,64.2,30355,1947701,2372280099.0,3.2889999999999997,0.445,0.0,0
1087,Lesotho,0,1,0,0,0,0,0,3,4,3,4,3,3,3,3,2,3,2,4,4,4,2,3,2,3,3,3,2,3,2,2,2,64.0,30355,1942008,2499803980.0,3.2889999999999997,0.445,0.0,0
1286,Lesotho,1,0,0,0,0,0,0,3,4,3,4,3,3,3,3,2,3,2,4,4,4,2,3,2,3,3,3,2,3,2,2,2,63.8,30355,1936181,2421470022.0,3.2889999999999997,0.445,0.0,0
96,Liberia,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,1,2,2,3,2,2,2,51.3,96320,4937804,3070518100.0,1.112,0.0,0.0,0
294,Liberia,0,0,0,0,0,1,0,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,1,2,2,3,2,2,2,49.9,96320,4809768,3264000000.0,1.304,0.0,0.0,0
492,Liberia,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,1,2,2,2,2,2,2,48.7,96320,4689021,3285455000.0,1.173,0.0,0.0,0
690,Liberia,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,1,2,2,2,2,2,2,47.5,96320,4575528,3277826000.0,1.3019999999999998,0.0,0.0,0
1088,Liberia,0,1,0,0,0,0,0,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,2,2,1,2,2,2,2,2,2,45.1,96320,4348279,3144000000.0,1.3019999999999998,0.0,0.0,0
1287,Liberia,1,0,0,0,0,0,0,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,2,2,1,2,2,2,2,2,2,44.1,96320,4243924,3067000000.0,1.3019999999999998,0.0,0.0,0
97,Libya,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,3.8,1759540,6757876,52076250948.0,1.9269999999999998,0.0,0.0,0
295,Libya,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,3.8,1759540,6621594,52607888718.0,1.92,0.35700000000000004,0.0,0
493,Libya,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,3.7,1759540,6483018,37883243650.0,2.249,0.35700000000000004,0.0,0
691,Libya,0,0,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,1,2,2,1,2,0,1,0,0,0,0,1,2,1,3.6,1759540,6351133,26197143268.0,2.247,0.382,0.0,0
890,Libya,0,0,1,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,1,2,2,1,2,0,1,0,0,0,0,2,2,1,3.5,1759540,6227697,27842131480.0,2.247,0.382,0.0,0
1089,Libya,0,1,0,0,0,0,0,3,3,3,3,3,1,2,1,0,2,2,1,2,3,2,3,0,1,0,0,0,1,2,2,1,3.5,1759540,6100968,41142722414.0,2.169,0.382,0.0,0
297,Lithuania,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,44.6,62680,2793284,53455170034.0,3.335,0.494,0.35100000000000003,0
495,Lithuania,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,45.1,62680,2823859,47750908128.0,3.458,0.495,0.379,0
693,Lithuania,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,45.5,62680,2854235,43021972485.0,3.471,0.49200000000000005,0.406,0
892,Lithuania,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,46.0,62680,2884433,41392396558.0,3.522,0.49200000000000005,0.41700000000000004,0
1091,Lithuania,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,46.5,62680,2914462,48526000845.0,3.522,0.49200000000000005,0.42700000000000005,0
1290,Lithuania,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,47.0,62680,2943364,46442055804.0,3.522,0.49200000000000005,0.285,0
100,Luxembourg,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,238.7,2586,617185,71104919108.0,3.841,0.046,0.203,0
298,Luxembourg,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,234.2,2586,605764,70919958016.0,3.843,0.081,0.203,0
496,Luxembourg,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,229.7,2586,594130,64181944723.0,3.843,0.096,0.203,0
694,Luxembourg,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,225.2,2586,582291,60691483443.0,3.843,0.096,0.203,0
893,Luxembourg,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,220.5,2586,570252,57744457955.0,3.843,0.096,0.203,0
1092,Luxembourg,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,215.8,2586,557989,66103853237.0,3.843,0.096,0.163,0
101,Madagascar,0,0,0,0,0,0,1,3,3,3,3,3,2,2,2,1,2,2,2,3,3,2,3,3,2,1,2,2,2,2,2,1,45.3,581540,26317853,14083906357.0,0.31,0.237,0.0,0
299,Madagascar,0,0,0,0,0,1,0,3,3,3,3,3,2,2,2,1,2,2,2,3,3,2,3,3,1,1,2,2,3,2,2,1,44.2,581540,25683610,13853433948.0,0.317,0.235,0.0,0
497,Madagascar,0,0,0,0,1,0,0,3,3,3,3,3,2,2,2,1,2,2,2,3,3,2,3,3,1,1,2,2,3,2,1,2,43.1,581540,25054161,13176313233.0,0.317,0.23399999999999999,0.0,0
695,Madagascar,0,0,0,1,0,0,0,3,3,3,3,3,2,2,2,1,2,2,2,3,3,2,3,3,1,1,2,2,3,2,1,2,42.0,581540,24430325,11848615018.0,0.276,0.22899999999999998,0.0,0
894,Madagascar,0,0,1,0,0,0,0,3,3,3,3,2,2,2,2,1,1,1,2,3,3,2,3,3,1,1,2,2,3,1,1,2,40.9,581540,23812681,11323023787.0,0.276,0.22899999999999998,0.0,0
1093,Madagascar,0,1,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,1,2,3,3,1,3,3,1,1,1,2,3,1,1,2,39.9,581540,23201926,12522959157.0,0.276,0.22699999999999998,0.0,0
102,Malawi,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,1,2,3,4,4,3,3,2,3,3,2,2,2,2,2,1,2,218.0,94080,20509317,7666704427.0,1.177,0.41700000000000004,0.0,0
300,Malawi,0,0,0,0,0,1,0,3,3,2,3,3,3,3,3,1,2,3,4,3,3,3,2,3,3,2,2,2,2,2,1,2,210.9,94080,19842560,6917301909.0,0.747,0.452,0.0,0
498,Malawi,0,0,0,0,1,0,0,3,3,2,3,3,3,3,3,1,2,3,4,3,3,3,2,3,3,2,2,2,2,2,1,2,204.0,94080,19196246,6303292264.0,0.924,0.47200000000000003,0.0,0
696,Malawi,0,0,0,1,0,0,0,3,3,2,3,3,3,3,3,2,2,3,4,3,3,3,2,3,3,2,2,2,2,2,1,2,197.4,94080,18570321,5433040160.0,0.884,0.457,0.0,0
895,Malawi,0,0,1,0,0,0,0,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,1,2,191.0,94080,17964697,6373212641.0,0.7909999999999999,0.455,0.0,0
1094,Malawi,0,1,0,0,0,0,0,3,3,2,3,2,3,3,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,1,2,184.7,94080,17377468,6047813437.0,0.7909999999999999,0.44,0.0,0
301,Malaysia,0,0,0,0,0,1,0,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,3,3,2,1,96.8,328657,31809660,359000000000.0,3.154,0.47600000000000003,0.0,0
499,Malaysia,0,0,0,0,1,0,0,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,3,3,2,1,95.5,328657,31381992,319000000000.0,3.06,0.47600000000000003,0.0,0
697,Malaysia,0,0,0,1,0,0,0,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,3,3,2,1,94.2,328657,30949962,301000000000.0,3.14,0.48700000000000004,0.0,0
896,Malaysia,0,0,1,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,3,3,2,1,92.8,328657,30513848,301000000000.0,3.14,0.48700000000000004,0.0,0
1095,Malaysia,0,1,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,1,1,3,3,2,1,91.5,328657,30073353,338000000000.0,3.14,0.48700000000000004,0.0,0
1294,Malaysia,1,0,0,0,0,0,0,2,2,2,2,3,2,1,2,2,2,2,1,2,4,1,2,2,1,2,1,1,3,3,2,1,90.1,328657,29628392,323000000000.0,3.14,0.48700000000000004,0.0,0
104,Maldives,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,1,1,0,1,1,2,2,2,0,1,2,2,2,2,1,2,1316.2,298,392217,5729248472.0,1.811,0.68,0.0,0
302,Maldives,0,0,0,0,0,1,0,2,2,1,2,1,1,1,2,1,1,1,0,1,1,1,2,2,1,1,2,2,2,2,1,2,1317.0,298,392473,5327457150.0,1.781,0.772,0.0,0
500,Maldives,0,0,0,0,1,0,0,2,3,2,2,1,1,1,3,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1317.8,298,392709,4735989972.0,1.798,0.775,0.0,0
698,Maldives,0,0,0,1,0,0,0,2,3,2,2,2,1,1,3,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1318.7,298,392960,4379136462.0,1.785,0.738,0.0,0
897,Maldives,0,0,1,0,0,0,0,2,3,2,2,3,1,1,3,2,1,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,1319.6,298,393253,4109424800.0,1.5019999999999998,0.79,0.0,0
1096,Maldives,0,1,0,0,0,0,0,2,3,2,2,3,1,1,2,2,1,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,1320.8,298,393595,3697351597.0,1.8230000000000002,0.736,0.0,0
105,Mali,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,15.6,1220190,18985881,17510141171.0,2.045,0.342,0.0,0
303,Mali,0,0,0,0,0,1,0,2,2,2,2,2,1,2,2,1,1,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,15.1,1220190,18429893,17172022684.0,0.961,0.342,0.0,0
501,Mali,0,0,0,0,1,0,0,2,2,2,2,2,1,2,2,1,1,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,14.7,1220190,17885245,15375605992.0,1.207,0.311,0.0,0
699,Mali,0,0,0,1,0,0,0,2,2,2,2,2,1,2,2,1,1,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,14.2,1220190,17352160,14020002871.0,1.091,0.311,0.0,0
898,Mali,0,0,1,0,0,0,0,2,2,2,2,2,1,2,2,1,1,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,13.8,1220190,16834405,13104869674.0,1.091,0.309,0.0,0
1097,Mali,0,1,0,0,0,0,0,2,2,2,2,2,1,2,1,2,1,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,13.4,1220190,16319381,14365345530.0,1.091,0.309,0.0,0
304,Malta,0,0,0,0,0,1,0,4,4,4,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1421.0,316,449043,14603581712.0,3.721,0.451,0.424,0
502,Malta,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1406.5,316,444457,12747857570.0,3.721,0.451,0.433,0
700,Malta,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1391.1,316,439578,11444483134.0,3.721,0.451,0.442,0
899,Malta,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,1375.1,316,434537,10682394998.0,3.721,0.451,0.451,0
1098,Malta,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,1360.8,316,430028,11302344157.0,3.721,0.451,0.223,0
1297,Malta,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,1348.2,316,426039,10153894646.0,3.721,0.451,0.223,0
306,Mauritania,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,2,2,3,2,1,1,2,1,1,1,1,1,2,1,0,3.7,1030700,3840429,7049169771.0,0.336,0.44,0.0,0
504,Mauritania,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,2,1,2,2,3,2,1,1,2,1,1,1,1,1,2,1,0,3.6,1030700,3758571,6758390729.0,0.228,0.129,0.0,0
702,Mauritania,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,2,1,2,2,3,2,1,1,2,1,1,1,1,1,2,1,0,3.6,1030700,3677293,6398744505.0,0.222,0.136,0.0,0
901,Mauritania,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,2,1,2,2,3,3,1,1,2,1,1,1,1,1,2,1,0,3.5,1030700,3596702,6166857629.0,0.222,0.136,0.0,0
1100,Mauritania,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,3,3,1,1,2,1,1,1,1,2,2,1,0,3.4,1030700,3516806,6592537782.0,0.222,0.136,0.0,0
1299,Mauritania,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,3,3,1,1,2,1,1,1,1,2,2,1,0,3.3,1030700,3437610,7223063170.0,0.222,0.136,0.0,0
307,Mauritius,0,0,0,0,0,1,0,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,672.1,2030,1364283,14181803715.0,3.575,0.46399999999999997,0.009000000000000001,0
505,Mauritius,0,0,0,0,1,0,0,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,668.2,2030,1356388,13259351418.0,3.208,0.46399999999999997,0.009000000000000001,0
703,Mauritius,0,0,0,1,0,0,0,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,664.2,2030,1348242,12232463656.0,3.1210000000000004,0.449,0.009000000000000001,0
902,Mauritius,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,660.0,2030,1339827,11692287066.0,3.1210000000000004,0.449,0.009000000000000001,0
1101,Mauritius,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,655.7,2030,1331155,12803445934.0,3.1210000000000004,0.449,0.009000000000000001,0
1300,Mauritius,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,651.3,2030,1322238,12129642296.0,3.1210000000000004,0.449,0.009000000000000001,0
308,Mexico,0,0,0,0,0,1,0,3,3,3,3,4,2,3,2,1,2,2,4,4,3,3,2,2,2,1,1,2,3,2,3,2,64.8,1943945,125959205,1220000000000.0,1.135,0.9740000000000001,0.0,0
506,Mexico,0,0,0,0,1,0,0,3,3,3,3,4,2,3,2,2,3,2,4,4,3,3,3,2,2,1,1,2,3,2,3,2,64.1,1943945,124574795,1160000000000.0,1.167,0.9840000000000001,0.0,0
704,Mexico,0,0,0,1,0,0,0,3,3,3,3,4,2,3,2,2,3,2,4,4,3,3,3,2,2,1,1,2,3,2,3,2,63.4,1943945,123166749,1080000000000.0,1.008,0.965,0.0,0
903,Mexico,0,0,1,0,0,0,0,3,3,3,3,4,2,3,2,2,3,2,4,3,3,3,3,2,2,1,1,2,3,2,3,2,62.6,1943945,121736809,1170000000000.0,1.008,0.965,0.0,0
1102,Mexico,0,1,0,0,0,0,0,3,3,3,3,4,2,3,2,2,3,2,4,4,3,3,3,2,2,1,1,2,3,2,3,2,61.9,1943945,120286655,1310000000000.0,1.008,0.912,0.0,2
1301,Mexico,1,0,0,0,0,0,0,3,3,3,3,4,2,3,2,2,3,2,4,4,3,3,3,2,2,1,1,2,3,2,3,2,61.1,1943945,118818228,1270000000000.0,1.008,0.912,0.0,2
310,Moldova,0,0,0,0,0,1,0,4,3,3,3,3,2,3,3,1,1,2,3,3,4,3,3,2,1,1,2,2,3,2,2,2,104.5,32891,3437720,11457410264.0,2.886,0.42100000000000004,0.0,0
