,country,2013,2014,2015,2016,2017,2018,2019,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,G4,Density (persons per sq. km.),Area (sq. km.),Population,Gdp,V2Peedueq Osp,V2X Feduni,V2Xdd Dd,cluster
588,Vietnam,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,2,310.1,310070,96160163,224000000000.0,2.951,0.765,0.0,0
787,Vietnam,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,2,307.2,310070,95261021,205000000000.0,2.9219999999999997,0.88,0.0,0
986,Vietnam,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,2,304.3,310070,94348835,193000000000.0,2.9219999999999997,0.88,0.0,0
1185,Vietnam,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,2,301.3,310070,93421835,186000000000.0,2.9219999999999997,0.88,0.0,0
1384,Vietnam,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,2,1,3,2,298.2,310070,92477857,171000000000.0,2.9219999999999997,0.88,0.0,0
591,Yemen,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,1,1,1,0,0,1,0,1,1,0,53.1,527968,28036829,24561327989.0,0.478,0.0,0.0,0
790,Yemen,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,2,1,1,1,1,1,1,0,0,1,0,1,1,1,51.9,527968,27392779,28084676409.0,0.479,0.0,0.0,0
989,Yemen,0,0,1,0,0,0,0,1,0,2,2,1,0,1,0,1,1,1,2,2,1,1,1,1,1,0,0,1,2,1,1,1,50.6,527968,26737317,36976204506.0,0.746,0.0,0.0,0
1188,Yemen,0,1,0,0,0,0,0,1,0,2,2,1,0,1,1,1,1,1,2,2,1,1,1,1,1,0,0,1,2,1,1,1,49.3,527968,26052966,43206469767.0,1.038,0.0,0.0,0
1387,Yemen,1,0,0,0,0,0,0,1,0,2,2,1,0,1,1,1,0,1,2,2,1,1,1,1,1,0,0,1,2,1,1,1,48.0,527968,25338458,40415235702.0,1.038,0.0,0.0,0
394,Zambia,0,0,0,0,0,1,0,2,2,2,2,2,3,3,2,2,2,1,3,3,3,2,2,3,2,2,2,2,3,2,2,1,22.1,743398,16445079,27005238896.0,0.887,0.42,0.0,0
592,Zambia,0,0,0,0,1,0,0,2,2,2,2,3,3,3,2,2,2,1,3,3,3,2,2,3,2,2,2,2,3,2,1,2,21.5,743398,15972000,25868142077.0,0.9,0.31,0.0,0
791,Zambia,0,0,0,1,0,0,0,3,2,3,2,3,3,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,1,2,20.9,743398,15510711,20954761767.0,0.885,0.425,0.0,0
990,Zambia,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,1,2,20.3,743398,15066266,21243347377.0,1.27,0.40299999999999997,0.0,0
1189,Zambia,0,1,0,0,0,0,0,3,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,1,2,19.7,743398,14638505,27150646909.0,1.27,0.40299999999999997,0.0,0
1388,Zambia,1,0,0,0,0,0,0,3,3,3,2,4,3,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,1,2,19.1,743398,14222233,28045512871.0,1.27,0.40299999999999997,0.0,0
197,Zimbabwe,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,3,2,2,1,2,1,1,0,0,1,2,1,1,1,36.9,386847,14277281,21440758800.0,1.379,0.802,0.0,0
395,Zimbabwe,0,0,0,0,0,1,0,0,1,1,2,2,1,1,0,1,1,1,3,2,2,1,2,1,2,0,0,1,2,1,1,1,36.3,386847,14030368,24311560500.0,1.2670000000000001,0.802,0.0,0
593,Zimbabwe,0,0,0,0,1,0,0,1,1,1,2,2,1,1,1,1,1,1,3,2,2,1,2,1,2,0,0,1,2,1,1,1,35.7,386847,13805084,22040902300.0,2.701,0.562,0.0,0
792,Zimbabwe,0,0,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,3,2,2,1,2,1,2,0,0,1,2,1,1,1,35.2,386847,13600580,20548678100.0,2.9419999999999997,0.561,0.0,0
991,Zimbabwe,0,0,1,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,1,2,1,1,1,34.7,386847,13415796,19963120600.0,3.14,0.552,0.0,0
1190,Zimbabwe,0,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,1,2,1,1,1,34.3,386847,13251426,19495519600.0,3.14,0.552,0.0,0
